timestamp,latitude,longitude,region,shoreline_position,erosion_rate,accretion_rate,net_shoreline_change,beach_width,beach_volume,dune_height,dune_width,cliff_retreat_rate,rock_strength,sediment_grain_size,sediment_composition,sand_supply,sediment_transport_rate,longshore_transport_rate,cross_shore_transport_rate,wave_height,wave_period,wave_direction,wave_energy,tidal_range,storm_surge_frequency,wind_speed,wind_direction,rainfall_intensity,runoff_volume,sea_level_rise,relative_sea_level_change,subsidence_rate,vegetation_cover,vegetation_health,root_density,bioturbation_index,human_activity,coastal_development,tourist_traffic,seawall_presence,seawall_condition,groyn_presence,beach_nourishment,protection_effectiveness,vulnerability_index,risk_assessment,economic_value,infrastructure_at_risk,property_damage_risk,evacuation_plan,community_preparedness,erosion_prediction_1_year,erosion_prediction_5_year,erosion_prediction_10_year,adaptation_cost,cost_benefit_ratio,monitoring_frequency,data_reliability,battery_level,signal_strength
2025-08-20T03:20:15.753Z,21.7750,72.1306,Bhavnagar,67.02,1.475,0.527,-1.160,30.60,611.95,5.41,14.96,0.529,41.42,0.213,Mixed,44.42,33.06,56.79,16.53,3.85,12.75,180.2,529.02,2.26,0.231,34.84,242.1,46.69,21.15,4.50,4.31,1.425,43.18,Fair,41.81,0.591,High,0.424,42.29,Present,Good,Present,None,0.271,0.584,High,603234.33,Roads,330638.05,Standby,Low,1.68,7.57,15.69,1104699.99,1.47,Daily,0.957,67.9,-26.3
2025-08-20T02:50:15.753Z,20.9455,70.2171,Veraval,93.65,0.098,0.914,0.810,46.57,931.41,7.17,23.66,0.103,54.90,0.239,Gravel,65.72,6.44,30.81,3.22,1.72,9.59,177.9,103.07,2.34,0.039,18.87,228.8,50.31,5.17,3.02,3.41,0.466,74.51,Excellent,66.99,0.347,Low,0.045,10.34,Absent,N/A,Absent,Recent,0.900,0.096,Low,922697.37,None,64418.86,Standby,High,0.25,1.28,1.73,478158.30,2.24,Monthly,0.940,96.1,-26.6
2025-08-20T02:20:15.753Z,23.0406,72.5503,Ahmedabad Coast,95.61,0.425,1.035,0.956,47.75,954.96,7.65,23.84,0.109,53.27,0.298,Clay,67.29,5.22,34.31,2.61,1.63,8.22,159.9,86.50,1.93,0.063,18.43,214.9,50.28,3.99,3.67,3.51,-0.013,77.53,Excellent,71.30,0.303,Low,0.090,7.99,Absent,N/A,Absent,None,0.900,0.121,Low,946246.80,None,44794.33,Standby,High,0.44,0.56,3.89,197889.25,2.56,Monthly,0.962,76.0,-18.3
2025-08-20T01:50:15.753Z,22.2819,71.1819,Gujarat Coast,64.52,2.283,0.467,-1.345,29.10,581.93,4.71,14.32,0.854,51.94,0.284,Silt,42.42,41.27,60.63,20.63,4.62,11.87,169.8,683.10,1.94,0.190,42.04,240.7,54.29,22.65,4.26,4.15,1.387,39.35,Fair,37.87,0.632,High,0.499,45.29,Present,Fair,Present,None,0.231,0.653,High,573216.77,Buildings,355652.69,Active,Low,1.93,9.79,16.20,1334098.09,1.52,Daily,0.864,99.0,-28.5
2025-08-20T01:20:15.753Z,21.6210,69.6274,Porbandar,62.43,2.110,0.352,-1.499,27.84,556.88,5.34,13.87,0.972,53.59,0.392,Clay,40.75,45.03,55.35,22.52,4.95,12.49,166.6,750.08,2.36,0.199,44.97,233.7,50.11,23.90,4.69,4.36,1.675,40.95,Fair,37.54,0.605,High,0.498,47.80,Present,Fair,Absent,Recent,0.198,0.679,Critical,548164.25,Buildings,376529.79,Active,Low,2.48,10.11,19.57,1726655.49,1.39,Daily,0.876,82.4,-12.6
2025-08-20T00:50:15.753Z,22.2578,68.9488,Dwarka,85.53,0.691,0.975,0.210,41.70,834.08,6.49,22.11,0.233,47.53,0.246,Silt,59.23,14.55,39.44,7.28,2.36,10.23,153.9,232.85,2.31,0.131,23.73,230.9,60.89,10.04,3.43,3.70,0.350,64.21,Good,56.00,0.459,Low,0.228,20.08,Absent,N/A,Absent,None,0.900,0.304,Moderate,825365.70,None,145528.59,Standby,High,1.01,2.85,7.31,366581.68,2.20,Monthly,0.942,89.6,-13.7
2025-08-20T00:20:15.753Z,22.4647,70.0552,Jamnagar,76.83,1.083,0.777,-0.434,36.48,729.57,5.93,17.76,0.372,41.26,0.256,Coral,52.26,23.26,45.24,11.63,3.06,11.66,182.7,372.18,1.91,0.172,28.96,180.6,50.54,15.26,3.79,3.92,0.839,53.86,Good,47.32,0.497,Moderate,0.404,30.53,Absent,N/A,Present,Recent,0.900,0.436,Moderate,720862.98,Roads,232614.18,Standby,Moderate,1.22,6.59,13.38,1167825.55,1.78,Weekly,0.991,80.3,-22.1
2025-08-19T23:50:15.753Z,21.7457,72.1664,Bhavnagar,98.08,0.118,1.038,1.139,49.23,984.62,7.39,24.81,0.032,48.77,0.271,Gravel,69.26,2.01,32.63,1.00,1.36,9.04,205.6,32.13,1.76,0.039,16.20,219.7,48.53,2.51,3.28,3.07,0.212,82.06,Excellent,70.77,0.339,Low,0.095,5.02,Absent,N/A,Absent,None,0.900,0.070,Low,975905.69,None,20078.59,Standby,High,0.03,0.23,2.72,14700.49,2.47,Monthly,0.927,87.1,-32.0
2025-08-19T23:20:15.753Z,20.9364,70.1798,Veraval,62.61,1.812,0.181,-1.487,27.95,558.93,5.27,12.40,0.600,46.14,0.365,Gravel,40.89,37.48,62.88,18.74,4.20,11.50,173.7,599.70,2.44,0.221,37.49,252.2,53.75,23.80,4.23,4.32,1.280,40.85,Fair,44.38,0.569,High,0.445,47.59,Present,Fair,Absent,Recent,0.200,0.694,High,550221.41,Buildings,374815.49,Active,Low,1.92,9.17,19.19,1453130.56,1.56,Daily,0.906,72.2,-16.9
2025-08-19T22:50:15.754Z,23.0168,72.5603,Ahmedabad Coast,92.45,0.598,1.029,0.722,45.85,917.01,7.13,23.05,0.122,55.91,0.258,Mixed,64.76,7.64,40.64,3.82,1.81,8.71,198.3,122.27,2.23,0.082,19.58,181.2,47.60,5.89,3.25,3.59,0.178,71.49,Excellent,62.47,0.317,Low,0.197,11.78,Absent,N/A,Absent,None,0.900,0.142,Low,908300.78,None,76416.02,Standby,High,0.25,1.42,2.78,388381.53,2.20,Monthly,0.985,88.7,-30.4
2025-08-19T22:20:15.754Z,22.2731,71.1819,Gujarat Coast,70.00,1.594,0.401,-0.940,32.38,647.61,5.52,16.21,0.481,58.31,0.384,Mixed,46.80,30.09,47.79,15.05,3.61,11.96,167.8,481.46,1.95,0.221,33.05,249.7,61.29,19.36,4.31,4.33,0.972,46.89,Fair,44.76,0.572,High,0.433,38.72,Present,Good,Absent,None,0.319,0.553,High,638904.35,Roads,300913.04,Standby,Low,1.36,8.68,15.49,1004083.09,1.68,Daily,0.936,73.8,-30.6
2025-08-19T21:50:15.754Z,21.6517,69.6179,Porbandar,76.42,1.159,0.771,-0.465,36.23,724.66,6.20,16.84,0.379,51.22,0.236,Mixed,51.93,23.67,49.46,11.84,3.09,11.04,175.0,378.73,1.86,0.102,29.20,257.0,53.00,15.51,4.14,4.05,0.840,53.24,Good,56.01,0.527,Moderate,0.326,31.02,Absent,N/A,Absent,None,0.900,0.443,Moderate,715948.88,Roads,236709.27,Standby,Moderate,1.79,5.08,13.94,861843.00,1.88,Weekly,0.946,84.4,-29.2
2025-08-19T21:20:15.754Z,22.2537,68.9853,Dwarka,86.71,0.822,0.879,0.298,42.41,848.24,6.70,22.40,0.214,52.30,0.294,Silt,60.17,13.37,44.61,6.69,2.27,10.33,181.5,213.95,2.25,0.032,23.02,185.4,55.39,9.33,3.56,3.48,0.406,64.53,Good,55.66,0.410,Low,0.277,18.66,Absent,N/A,Absent,Recent,0.900,0.225,Moderate,839534.00,None,133721.67,Standby,High,0.75,4.50,7.97,321346.91,2.08,Monthly,0.878,63.3,-20.2
2025-08-19T20:50:15.754Z,22.4672,70.0590,Jamnagar,97.21,-0.014,1.017,1.074,48.71,974.21,7.98,23.00,0.046,52.80,0.255,Mixed,68.57,2.88,26.96,1.44,1.43,8.20,187.4,46.00,1.73,0.029,16.73,231.7,51.94,3.03,3.44,3.22,0.290,74.38,Excellent,67.03,0.314,Low,0.113,6.06,Absent,N/A,Present,None,0.900,0.065,Low,965499.93,None,28750.06,Standby,High,0.65,-0.53,2.75,38111.51,2.19,Monthly,0.959,67.8,-22.7
2025-08-19T20:20:15.754Z,21.7536,72.1648,Bhavnagar,72.87,1.451,0.555,-0.727,34.11,682.12,5.67,16.02,0.734,46.96,0.329,Silt,49.10,33.19,48.37,16.60,3.97,10.94,151.7,554.96,1.72,0.177,37.31,252.9,56.66,17.64,4.10,4.11,1.157,56.45,Good,49.77,0.482,Moderate,0.318,35.27,Absent,N/A,Present,Recent,0.900,0.493,High,673406.29,Roads,272161.42,Standby,Moderate,1.76,6.29,15.55,1202046.35,1.65,Weekly,0.867,94.9,-18.1
2025-08-19T19:50:15.754Z,20.9030,70.2064,Veraval,93.20,0.521,1.150,0.777,46.30,926.04,7.34,23.72,0.110,50.17,0.203,Gravel,65.36,6.89,29.92,3.44,1.75,9.73,171.4,110.22,1.84,0.082,19.13,181.2,60.15,5.44,3.23,3.24,0.029,80.33,Excellent,61.94,0.401,Low,0.021,10.88,Absent,N/A,Absent,Recent,0.900,0.171,Low,917333.44,None,68888.80,Standby,High,-0.02,0.62,2.61,33417.61,2.35,Monthly,0.960,90.5,-31.9
2025-08-19T19:20:15.754Z,23.0391,72.5776,Ahmedabad Coast,73.25,1.433,0.483,-0.699,34.33,686.64,5.67,17.15,0.429,47.02,0.393,Coral,49.40,26.84,44.78,13.42,3.35,11.91,165.0,429.43,2.25,0.192,31.10,253.4,46.09,17.41,4.32,4.20,0.990,46.45,Good,45.48,0.470,Moderate,0.327,34.82,Absent,N/A,Present,None,0.900,0.476,High,677927.30,Roads,268393.92,Standby,Moderate,1.78,6.01,13.80,1196713.84,1.45,Weekly,0.910,77.2,-17.8
2025-08-19T18:50:15.754Z,22.2420,71.1920,Gujarat Coast,88.89,0.642,0.911,0.459,43.72,874.40,6.80,23.06,0.179,47.17,0.327,Sand,61.92,11.19,43.14,5.60,2.10,9.41,173.3,179.07,1.93,0.061,21.72,228.2,53.59,8.02,3.79,3.73,0.405,65.05,Good,65.26,0.388,Low,0.140,16.04,Absent,N/A,Present,None,0.900,0.164,Low,865694.68,None,111921.10,Standby,High,0.93,3.22,6.31,517744.44,2.14,Monthly,0.948,65.4,-20.9
2025-08-19T18:20:15.754Z,21.6411,69.6414,Porbandar,79.48,1.090,0.678,-0.238,38.07,761.47,5.86,19.78,0.363,48.54,0.292,Clay,54.39,21.27,44.82,10.63,2.91,10.98,188.2,342.89,1.75,0.134,28.02,198.5,56.32,13.67,4.19,3.57,1.025,62.06,Good,52.74,0.475,Moderate,0.267,27.34,Absent,N/A,Absent,None,0.900,0.372,Moderate,752755.64,Roads,206036.96,Standby,Moderate,1.41,5.32,10.39,718788.80,2.03,Weekly,0.940,95.0,-27.9
2025-08-19T17:50:15.754Z,22.2581,68.9710,Dwarka,75.67,1.205,0.599,-0.520,35.78,715.68,6.50,18.36,0.391,43.97,0.295,Coral,51.34,24.42,56.31,12.21,3.15,11.81,167.7,390.70,1.96,0.120,29.65,209.8,58.58,15.96,4.26,4.09,0.792,50.34,Good,47.06,0.505,Moderate,0.255,31.92,Absent,N/A,Absent,Recent,0.900,0.436,Moderate,706972.58,Roads,244189.51,Standby,Moderate,1.81,5.29,14.10,1217202.91,1.98,Weekly,0.971,79.6,-19.4
2025-08-19T17:20:15.754Z,22.4640,70.0788,Jamnagar,93.71,0.161,0.977,0.815,46.61,932.16,7.46,22.45,0.102,46.43,0.261,Clay,65.77,6.38,31.26,3.19,1.71,8.41,159.0,102.07,1.93,-0.002,18.83,242.2,53.60,5.13,3.74,3.46,0.505,68.84,Excellent,61.80,0.347,Low,0.163,10.27,Absent,N/A,Present,None,0.900,0.121,Low,923445.64,None,63795.30,Standby,High,0.20,0.58,5.11,21192.08,2.30,Monthly,0.999,70.6,-10.4
2025-08-19T16:50:15.754Z,21.7676,72.1534,Bhavnagar,71.24,1.594,0.592,-0.848,33.12,662.49,5.45,17.66,0.462,42.03,0.300,Gravel,47.79,28.85,52.86,14.43,3.51,11.00,188.7,461.63,1.86,0.216,32.31,181.8,49.04,18.62,4.12,3.91,1.277,48.00,Good,42.15,0.505,Moderate,0.382,37.24,Absent,N/A,Absent,Recent,0.900,0.521,High,653778.63,Roads,288517.81,Standby,Moderate,2.03,7.79,15.70,1069489.53,1.44,Weekly,0.938,91.0,-32.2
2025-08-19T16:20:15.754Z,20.9234,70.2039,Veraval,92.38,0.202,1.061,0.717,45.81,916.20,7.80,21.81,0.123,54.36,0.346,Gravel,64.70,7.71,30.33,3.85,1.82,9.76,206.5,123.35,2.00,0.050,19.63,200.3,51.24,5.93,3.47,3.65,0.323,74.68,Excellent,61.37,0.393,Low,0.015,11.86,Absent,N/A,Present,Recent,0.900,0.125,Low,907485.52,None,77095.40,Standby,High,0.22,1.11,4.81,389505.87,2.50,Monthly,0.981,71.5,-24.5
2025-08-19T15:50:15.754Z,23.0339,72.5881,Ahmedabad Coast,73.30,1.585,0.616,-0.695,34.36,687.24,5.72,17.57,0.692,56.77,0.384,Coral,49.44,32.05,52.35,16.02,3.87,10.52,194.9,533.83,1.71,0.208,36.33,219.7,61.03,17.38,3.95,4.06,1.292,46.00,Good,48.65,0.513,Moderate,0.412,34.76,Absent,N/A,Absent,None,0.900,0.478,High,678531.39,Roads,267890.51,Standby,Moderate,1.78,6.79,14.65,1274643.62,1.59,Weekly,0.988,82.3,-22.6
2025-08-19T15:20:15.754Z,22.2808,71.2115,Gujarat Coast,68.49,1.416,0.479,-1.051,31.48,629.53,5.97,16.56,0.506,44.20,0.311,Silt,45.59,31.60,51.98,15.80,3.73,11.09,193.5,505.57,1.94,0.212,33.96,188.1,52.52,20.27,3.99,4.27,1.040,43.05,Fair,49.51,0.508,High,0.479,40.53,Present,Good,Absent,None,0.294,0.611,High,620823.64,Roads,315980.30,Standby,Low,1.68,8.75,13.70,1028291.38,1.33,Daily,0.885,84.1,-19.9
2025-08-19T14:50:15.754Z,21.6498,69.6096,Porbandar,76.27,1.429,0.567,-0.475,36.15,722.96,5.93,19.26,0.683,47.92,0.326,Silt,51.82,29.85,51.74,14.93,3.71,10.82,158.5,501.77,2.50,0.104,35.33,219.0,58.91,15.59,3.57,4.15,1.140,62.12,Good,53.60,0.480,Moderate,0.374,31.19,Absent,N/A,Present,None,0.900,0.400,Moderate,714245.41,Roads,238128.83,Standby,Moderate,1.35,5.40,14.34,899795.30,1.92,Weekly,0.960,81.6,-31.5
2025-08-19T14:20:15.754Z,22.2264,68.9697,Dwarka,54.04,2.332,0.207,-2.120,22.81,456.17,4.11,10.31,0.737,52.01,0.340,Silt,34.03,46.05,68.40,23.02,4.88,13.24,162.3,736.72,2.46,0.246,42.63,218.4,52.29,28.93,4.50,4.65,1.828,37.58,Fair,34.25,0.717,High,0.602,57.87,Present,Poor,Absent,None,0.063,0.872,Critical,447457.33,Buildings,460452.22,Active,Low,2.51,11.68,24.49,1809779.20,0.92,Daily,0.952,87.4,-23.9
2025-08-19T13:50:15.754Z,22.4460,70.0368,Jamnagar,86.93,0.727,0.855,0.314,42.54,850.88,6.58,21.62,0.292,46.23,0.300,Sand,60.35,14.78,47.06,7.39,2.42,9.55,163.9,243.05,2.25,0.069,24.52,259.4,61.52,9.20,3.96,3.52,0.414,61.28,Good,64.18,0.443,Low,0.108,18.40,Absent,N/A,Absent,None,0.900,0.239,Moderate,842172.36,None,131523.03,Standby,High,0.91,2.28,7.24,660983.96,1.93,Monthly,0.954,68.8,-30.8
2025-08-19T13:20:15.754Z,21.7571,72.1766,Bhavnagar,90.53,0.692,1.110,0.580,44.70,894.00,7.54,20.97,0.153,44.96,0.229,Coral,63.22,9.56,34.63,4.78,1.96,9.75,179.4,152.95,1.84,0.085,20.74,242.0,57.18,7.04,3.47,3.67,0.311,77.57,Excellent,64.59,0.421,Low,0.044,14.08,Absent,N/A,Absent,None,0.900,0.174,Low,885288.17,None,95593.19,Standby,High,0.99,0.81,3.61,570709.35,2.08,Monthly,0.980,97.3,-33.0
2025-08-19T12:50:15.754Z,20.9261,70.2072,Veraval,85.59,0.488,0.761,0.214,41.74,834.74,7.17,21.32,0.232,59.82,0.343,Clay,59.27,14.50,45.70,7.25,2.36,10.60,207.3,231.96,1.74,0.083,23.70,206.1,48.65,10.00,3.79,3.48,0.769,68.98,Good,62.77,0.386,Low,0.261,20.01,Absent,N/A,Present,None,0.900,0.285,Moderate,826033.12,None,144972.40,Standby,High,0.66,4.15,6.35,783701.67,1.93,Monthly,0.862,61.0,-19.1
2025-08-19T12:20:15.754Z,23.0327,72.5562,Ahmedabad Coast,98.80,0.212,1.136,1.192,49.66,993.28,8.14,25.32,0.021,50.53,0.327,Silt,69.84,1.29,23.67,0.64,1.30,7.26,184.5,20.58,1.91,0.028,15.77,197.6,57.49,2.08,3.52,3.42,-0.046,85.95,Excellent,64.89,0.266,Low,0.015,4.16,Absent,N/A,Present,None,0.900,0.069,Low,984565.68,None,12861.94,Standby,High,-0.02,-0.69,0.48,-60251.29,2.37,Monthly,0.979,78.3,-28.9
2025-08-19T11:50:15.754Z,22.2388,71.2156,Gujarat Coast,92.22,0.278,1.115,0.705,45.71,914.26,7.63,22.01,0.126,52.08,0.384,Mixed,64.57,7.87,42.78,3.94,1.83,9.24,158.6,125.93,2.28,0.053,19.72,201.2,61.29,6.03,3.25,3.28,0.309,65.62,Excellent,65.26,0.399,Low,0.022,12.06,Absent,N/A,Present,None,0.900,0.096,Low,905549.35,None,78708.87,Standby,High,0.63,3.39,3.98,387827.03,2.47,Monthly,0.903,88.0,-16.6
2025-08-19T11:20:15.754Z,21.6665,69.6345,Porbandar,97.65,0.307,0.996,1.107,48.98,979.52,7.47,24.45,0.039,52.39,0.353,Gravel,68.93,2.43,29.28,1.22,1.39,8.48,200.0,38.92,1.83,-0.033,16.46,247.3,43.83,2.77,3.45,3.43,-0.081,78.80,Excellent,66.16,0.291,Low,0.011,5.53,Absent,N/A,Present,None,0.900,0.088,Low,970812.96,None,24322.53,Standby,High,0.00,-0.18,0.18,-147772.66,2.40,Monthly,0.966,82.3,-23.5
2025-08-19T10:50:15.754Z,22.2566,68.9624,Dwarka,96.57,0.063,1.091,1.027,48.33,966.55,7.86,25.37,0.056,42.86,0.251,Mixed,68.06,3.51,31.08,1.76,1.48,7.45,153.6,56.21,1.77,-0.001,17.11,209.1,45.96,3.41,3.05,3.26,0.322,80.30,Excellent,64.53,0.285,Low,-0.049,6.83,Absent,N/A,Absent,None,0.900,0.052,Low,957839.42,None,35133.82,Standby,High,0.51,0.42,-0.05,353068.01,2.32,Monthly,0.975,72.7,-32.4
2025-08-19T10:20:15.754Z,22.4709,70.0426,Jamnagar,94.81,0.093,1.063,0.897,47.27,945.41,7.42,23.67,0.084,59.06,0.363,Clay,66.65,5.27,40.33,2.64,1.62,8.16,162.3,84.40,1.90,-0.000,18.16,244.2,48.88,4.47,3.36,3.52,0.345,81.95,Excellent,69.20,0.313,Low,0.014,8.94,Absent,N/A,Absent,None,0.900,0.077,Low,936701.25,None,52748.96,Standby,High,-0.00,2.06,0.23,57290.95,2.49,Monthly,0.883,78.0,-26.8
2025-08-19T09:50:15.755Z,21.7647,72.1603,Bhavnagar,93.02,0.197,1.102,0.764,46.20,923.94,7.01,22.17,0.113,55.90,0.292,Gravel,65.22,7.06,37.43,3.53,1.77,9.58,197.2,113.02,2.38,-0.007,19.24,246.6,54.32,5.54,3.36,3.45,0.140,76.64,Excellent,68.58,0.349,Low,0.044,11.09,Absent,N/A,Present,None,0.900,0.169,Low,915234.25,None,70638.12,Standby,High,0.19,2.74,2.62,274467.24,2.38,Monthly,0.965,67.4,-16.2
2025-08-19T09:20:15.755Z,20.9305,70.2193,Veraval,65.81,1.918,0.397,-1.250,29.87,597.34,5.39,13.51,0.548,47.98,0.228,Silt,43.45,34.28,50.25,17.14,3.94,13.00,209.8,548.50,2.22,0.157,35.57,204.3,48.56,21.87,3.87,4.32,1.348,41.20,Fair,39.96,0.537,High,0.506,43.75,Present,Good,Absent,None,0.252,0.587,High,588627.33,Roads,342810.56,Standby,Low,2.40,8.56,15.41,1365745.31,1.68,Daily,0.969,85.8,-11.8
2025-08-19T08:50:15.755Z,23.0370,72.5950,Ahmedabad Coast,90.69,0.549,1.080,0.592,44.80,895.99,7.36,20.77,0.150,59.58,0.350,Gravel,63.36,9.39,34.36,4.70,1.95,8.18,184.2,150.30,2.30,0.049,20.64,259.0,45.92,6.94,3.48,3.48,0.279,73.70,Excellent,66.02,0.344,Low,0.222,13.88,Absent,N/A,Absent,None,0.900,0.197,Low,887277.13,None,93935.73,Standby,High,0.82,0.99,5.60,165061.99,2.30,Monthly,0.988,95.3,-34.8
2025-08-19T08:20:15.755Z,22.2626,71.1910,Gujarat Coast,71.96,1.481,0.413,-0.794,33.56,671.15,5.36,16.38,0.450,54.21,0.256,Sand,48.37,28.13,49.91,14.06,3.45,10.65,194.6,450.07,2.02,0.161,31.88,247.3,49.68,18.18,3.78,4.19,1.276,48.83,Good,47.32,0.500,Moderate,0.335,36.37,Absent,N/A,Absent,None,0.900,0.548,High,662445.89,Roads,281295.09,Standby,Moderate,1.96,6.90,14.31,1071240.09,1.56,Weekly,0.852,77.2,-19.0
2025-08-19T07:50:15.755Z,21.6320,69.6105,Porbandar,60.85,1.831,0.361,-1.616,26.89,537.88,5.30,13.43,0.628,42.65,0.276,Mixed,39.48,39.24,67.41,19.62,4.34,13.03,176.0,627.77,1.88,0.246,38.54,203.2,50.16,24.85,4.33,4.57,1.671,39.21,Fair,42.95,0.659,High,0.578,49.70,Present,Fair,Absent,None,0.172,0.729,Critical,529174.29,Buildings,392354.76,Active,Low,2.06,10.89,20.81,1704513.84,1.15,Daily,0.976,71.1,-20.7
2025-08-19T07:20:15.755Z,22.2223,68.9786,Dwarka,68.39,1.783,0.508,-1.059,31.42,628.33,5.29,16.79,0.507,48.99,0.297,Clay,45.51,31.70,60.91,15.85,3.74,11.84,171.2,507.17,1.99,0.203,34.02,181.3,60.86,20.33,4.23,4.31,1.270,45.81,Fair,48.71,0.570,High,0.489,40.65,Present,Good,Present,None,0.293,0.528,High,619623.48,Roads,316980.44,Standby,Low,1.88,6.55,15.04,1122482.73,1.57,Daily,0.971,64.6,-31.3
2025-08-19T06:50:15.755Z,22.4588,70.0346,Jamnagar,87.94,0.487,0.799,0.389,43.15,863.00,6.78,20.83,0.235,45.50,0.328,Gravel,61.16,12.96,32.69,6.48,2.25,10.01,161.9,210.58,2.02,0.070,23.10,256.8,49.56,8.59,3.61,3.62,0.567,74.96,Good,61.54,0.417,Low,0.212,17.18,Absent,N/A,Absent,None,0.900,0.194,Low,854291.72,None,121423.57,Standby,High,1.09,2.10,5.84,670894.41,2.12,Monthly,0.863,76.6,-21.6
2025-08-19T06:20:15.755Z,21.7480,72.1723,Bhavnagar,67.08,1.643,0.306,-1.156,30.63,612.59,5.30,14.79,0.528,49.17,0.332,Gravel,44.46,33.01,58.23,16.50,3.84,11.78,162.3,528.16,2.08,0.163,34.81,210.1,49.88,21.11,4.01,4.10,1.523,43.30,Fair,42.62,0.514,High,0.403,42.22,Present,Good,Absent,None,0.272,0.580,High,603880.61,Roads,330099.49,Standby,Low,1.83,7.77,14.84,1141491.48,1.52,Daily,0.904,77.9,-28.4
2025-08-19T05:50:15.755Z,20.9072,70.2007,Veraval,66.67,1.646,0.469,-1.186,30.38,607.65,5.04,16.11,0.535,47.99,0.264,Coral,44.13,33.42,58.32,16.71,3.87,12.10,189.7,534.75,2.30,0.189,35.05,203.9,52.01,21.36,4.34,4.10,1.348,48.05,Fair,43.55,0.531,High,0.399,42.72,Present,Good,Absent,None,0.265,0.617,High,598941.09,Roads,334215.76,Standby,Low,2.31,9.45,16.94,1318141.20,1.30,Daily,0.853,91.1,-24.3
2025-08-19T05:20:15.755Z,23.0073,72.5661,Ahmedabad Coast,73.00,1.569,0.614,-0.718,34.18,683.62,5.66,18.27,0.433,57.15,0.332,Silt,49.20,27.09,53.57,13.55,3.37,11.42,204.9,433.45,1.73,0.145,31.25,185.1,48.57,17.56,3.88,3.81,1.121,59.28,Good,49.16,0.504,Moderate,0.376,35.12,Absent,N/A,Present,None,0.900,0.473,High,674915.06,Roads,270904.12,Standby,Moderate,1.89,7.70,11.74,1302340.31,1.58,Weekly,0.941,71.7,-23.2
2025-08-19T04:50:15.755Z,22.2784,71.2041,Gujarat Coast,69.51,1.886,0.534,-0.975,32.09,641.84,5.44,16.73,0.710,53.99,0.285,Clay,46.41,35.00,49.47,17.50,4.09,11.51,155.8,577.65,2.29,0.160,37.77,208.7,55.22,19.65,3.82,4.09,1.115,46.45,Fair,48.05,0.557,High,0.454,39.30,Present,Good,Absent,None,0.311,0.536,High,633129.90,Roads,305725.08,Standby,Low,2.21,7.48,12.91,1378939.29,1.40,Daily,0.902,82.9,-21.8
2025-08-19T04:20:15.755Z,21.6171,69.6526,Porbandar,76.05,1.371,0.649,-0.492,36.01,720.28,5.60,18.64,0.553,50.93,0.315,Coral,51.64,27.40,49.48,13.70,3.46,11.67,156.5,451.79,2.42,0.096,32.78,223.1,44.25,15.73,4.01,4.04,1.190,51.58,Good,46.67,0.506,Moderate,0.310,31.46,Absent,N/A,Absent,Recent,0.900,0.427,Moderate,711570.22,Roads,240358.15,Standby,Moderate,1.81,5.19,13.77,793715.30,1.80,Weekly,0.856,86.9,-22.9
2025-08-19T03:50:15.755Z,22.2179,68.9859,Dwarka,69.53,1.310,0.398,-0.974,32.10,641.99,5.40,16.54,0.489,41.44,0.238,Silt,46.42,30.56,59.52,15.28,3.64,10.90,198.1,488.96,2.00,0.158,33.34,247.9,52.81,19.64,3.93,4.09,1.025,43.04,Fair,43.71,0.583,High,0.446,39.28,Present,Good,Absent,None,0.311,0.560,High,633280.28,Roads,305599.77,Standby,Low,1.79,8.05,13.26,987784.80,1.37,Daily,0.923,67.4,-24.0
2025-08-19T03:20:15.755Z,22.4695,70.0352,Jamnagar,91.80,0.521,1.125,0.674,45.46,909.30,7.76,23.92,0.133,42.38,0.336,Silt,64.24,8.28,38.46,4.14,1.86,9.01,171.0,132.55,2.46,0.032,19.97,246.0,56.19,6.28,3.82,3.23,0.334,74.03,Excellent,62.05,0.393,Low,0.108,12.55,Absent,N/A,Absent,None,0.900,0.139,Low,900589.58,None,82842.01,Standby,High,0.31,2.02,2.35,175468.81,2.39,Monthly,0.870,86.7,-22.6
2025-08-19T02:50:15.755Z,21.7511,72.1496,Bhavnagar,80.27,0.975,0.627,-0.180,38.54,770.87,5.99,19.38,0.317,57.32,0.237,Silt,55.02,19.82,40.76,9.91,2.79,10.84,206.2,317.12,2.10,0.098,26.89,183.5,59.56,13.20,4.15,4.03,0.785,62.85,Good,57.21,0.504,Moderate,0.269,26.40,Absent,N/A,Absent,None,0.900,0.351,Moderate,762163.72,None,198196.90,Standby,Moderate,1.06,4.11,11.01,693741.76,1.96,Weekly,0.918,94.7,-24.4
2025-08-19T02:20:15.755Z,20.9019,70.2119,Veraval,79.13,1.248,0.760,-0.264,37.86,757.19,6.73,18.23,0.335,48.30,0.297,Sand,54.10,20.96,50.46,10.48,2.88,10.98,207.5,335.36,2.22,0.096,27.58,199.3,52.89,13.88,3.98,3.84,0.648,60.95,Good,55.41,0.517,Moderate,0.223,27.76,Absent,N/A,Present,None,0.900,0.360,Moderate,748479.19,Roads,209600.68,Standby,Moderate,1.47,3.57,9.13,991313.60,2.02,Weekly,0.859,78.5,-26.2
